Timestamp,Power Load (MW),Temperature (°C),Humidity (%),Wind Speed (km/h),Rain (mm),Public Holiday (0/1),Weekday/Weekend (0/1),Solar Generation (MW),Region,Population Growth Rate (%)
2023-01-05 09:00:00,2747.88,14.59,67.13,0.72,40.93,0,0,1104.64,North,2.95
2023-01-05 10:00:00,3231.15,40.88,49.25,13.34,0.0,0,0,49.47,North,1.19
2023-01-05 11:00:00,4266.65,39.0,39.45,15.02,0.0,1,0,1192.67,North,2.84
2023-01-05 12:00:00,2686.39,32.82,92.23,25.02,0.0,0,0,872.67,North,2.15
2023-01-05 13:00:00,2230.94,26.04,97.59,22.53,0.0,0,0,409.34,South,0.57
2023-01-05 14:00:00,2869.25,42.65,48.61,23.91,0.0,0,0,653.38,South,1.72
2023-01-05 15:00:00,2483.66,39.08,28.98,26.04,0.0,0,0,1199.06,South,2.59
2023-01-05 16:00:00,4789.09,27.48,37.8,14.28,0.0,1,0,728.56,South,0.66
2023-01-05 17:00:00,4424.36,34.57,73.65,23.41,40.93,0,0,1062.09,South,2.02
2023-01-05 18:00:00,3900.21,29.84,33.83,2.04,0.0,0,0,611.16,South,1.3
2023-01-05 19:00:00,4614.38,30.58,82.41,13.34,0.0,0,0,819.54,North,1.0
2023-01-05 20:00:00,4411.02,21.58,93.84,0.9,0.0,0,0,1249.24,North,1.82
2023-01-05 21:00:00,2559.71,26.17,97.09,27.46,0.0,0,0,744.98,North,2.49
2023-01-05 22:00:00,4677.68,12.73,20.75,28.75,0.0,0,0,844.68,East,2.45
2023-01-05 23:00:00,3618.03,22.51,96.65,2.52,0.0,0,0,633.25,West,0.94
2023-01-06 00:00:00,4422.32,34.35,79.22,15.98,0.0,0,0,286.0,North,1.37
2023-01-06 01:00:00,4688.27,43.36,26.72,9.75,0.0,0,0,1460.19,North,1.37
2023-01-06 02:00:00,2954.01,43.71,53.22,10.28,0.0,0,0,30.86,North,2.56
2023-01-06 03:00:00,2330.16,29.45,76.0,13.52,0.0,0,0,186.31,West,1.74
2023-01-06 04:00:00,2683.81,31.23,96.53,3.75,40.93,0,0,1069.07,East,1.44
2023-01-06 05:00:00,3281.32,16.5,33.13,5.42,0.0,0,0,1111.03,West,2.51
2023-01-06 06:00:00,4454.04,34.34,30.22,17.32,0.0,0,0,234.62,North,2.73
2023-01-06 07:00:00,4582.19,12.47,57.79,0.56,40.93,0,0,950.73,East,1.31
2023-01-06 08:00:00,2020.86,19.96,97.45,17.99,0.0,1,0,1327.33,East,2.96
2023-01-06 09:00:00,3532.24,33.39,97.71,9.57,0.0,0,0,1200.55,West,1.84
2023-01-06 10:00:00,3252.23,20.86,38.23,24.97,0.0,0,0,6.72,North,0.65
2023-01-06 11:00:00,2666.32,11.74,45.55,18.0,0.0,0,0,60.55,West,1.41
2023-01-06 12:00:00,2359.6,39.12,92.64,21.24,0.0,0,0,699.68,South,1.86
2023-01-06 13:00:00,3012.85,20.86,78.79,3.43,0.0,0,0,528.16,West,2.57
2023-01-06 14:00:00,4828.73,12.21,97.79,7.98,0.0,0,0,139.9,West,2.27
2023-01-06 15:00:00,2969.61,12.62,91.45,29.9,0.0,0,0,289.18,South,1.0
2023-01-06 16:00:00,3556.37,18.81,37.21,13.01,40.93,1,0,1414.49,West,1.56
2023-01-06 17:00:00,4109.06,16.23,80.78,10.77,0.0,1,0,551.86,West,0.75
2023-01-06 18:00:00,3090.89,37.1,23.89,26.22,0.0,0,0,331.94,West,2.69
2023-01-06 19:00:00,4915.35,21.26,85.43,0.99,0.0,0,0,242.95,South,0.51
2023-01-06 20:00:00,4887.34,38.16,68.12,16.04,0.0,0,0,885.39,South,1.15
2023-01-06 21:00:00,2755.35,16.08,96.49,6.31,0.0,1,0,696.72,East,2.41
2023-01-06 22:00:00,3491.75,27.25,96.8,11.04,0.0,0,0,511.7,East,0.56
2023-01-06 23:00:00,2902.63,34.08,24.07,5.99,0.0,0,0,552.2,East,2.3
2023-01-07 00:00:00,2854.52,32.82,32.84,1.13,0.0,1,1,303.25,North,2.14
2023-01-07 01:00:00,2110.66,31.04,58.74,12.5,0.0,0,1,1119.6,North,1.61
2023-01-07 02:00:00,3828.69,42.37,90.36,23.68,0.0,0,1,1123.01,West,0.85
2023-01-07 03:00:00,3508.04,18.0,85.16,28.56,0.0,0,1,48.71,North,1.27
2023-01-07 04:00:00,2154.44,27.28,97.15,18.72,0.0,0,1,322.87,South,1.0
2023-01-07 05:00:00,2835.94,40.94,69.45,11.67,0.0,0,1,92.2,East,0.51
2023-01-07 06:00:00,4724.8,12.73,40.53,23.1,0.0,0,1,131.58,West,1.42
2023-01-07 07:00:00,2718.69,11.96,22.01,15.16,40.93,0,1,1436.05,South,2.76
2023-01-07 08:00:00,2434.68,18.17,37.83,11.03,0.0,0,1,682.58,East,1.7
2023-01-07 09:00:00,3468.36,32.16,74.02,5.37,0.0,0,1,299.14,West,2.0
2023-01-07 10:00:00,4956.95,19.1,94.1,23.88,0.0,0,1,1448.25,North,2.85
2023-01-07 11:00:00,2726.17,16.66,45.67,15.01,0.0,0,1,714.13,East,1.63
2023-01-07 12:00:00,4016.41,26.06,90.06,28.91,0.0,0,1,1027.82,East,1.96
2023-01-07 13:00:00,4284.86,31.48,51.59,24.06,0.0,0,1,1436.06,East,0.73
2023-01-07 14:00:00,2712.91,18.7,44.66,12.6,0.0,0,1,1394.68,West,0.83
2023-01-07 15:00:00,4184.65,20.52,60.71,22.23,0.0,1,1,1446.69,East,1.96
2023-01-07 16:00:00,3103.35,31.47,55.38,13.6,0.0,0,1,1259.16,South,0.62
2023-01-07 17:00:00,3896.92,43.1,93.1,2.4,40.93,0,1,1051.24,East,0.59
2023-01-07 18:00:00,3900.59,33.62,57.46,15.5,0.0,0,1,313.87,East,0.76
2023-01-07 19:00:00,3607.32,37.4,42.19,25.97,0.0,0,1,274.17,West,1.08
2023-01-07 20:00:00,2270.87,22.84,87.41,25.66,40.93,0,1,528.92,West,0.74
2023-01-07 21:00:00,4505.91,19.53,99.9,17.25,0.0,0,1,1350.63,East,1.14
2023-01-07 22:00:00,2962.34,25.9,71.85,11.4,0.0,0,1,370.64,West,2.35
2023-01-07 23:00:00,2559.56,38.25,40.04,0.3,0.0,0,1,315.17,East,1.54
2023-01-08 00:00:00,2122.33,25.97,39.11,9.34,0.0,1,1,863.98,North,2.16
2023-01-08 01:00:00,3772.68,39.64,24.62,29.69,0.0,0,1,347.24,South,2.41
2023-01-08 02:00:00,4032.69,44.61,26.18,21.79,0.0,0,1,869.09,East,1.32
2023-01-08 03:00:00,2049.76,12.52,93.2,21.53,0.0,0,1,977.18,West,2.74
2023-01-08 04:00:00,3536.28,11.59,27.72,22.83,0.0,0,1,531.04,North,2.65
2023-01-08 05:00:00,2679.49,15.24,58.75,18.6,40.93,0,1,681.5,South,1.53
2023-01-08 06:00:00,3935.52,23.45,75.85,17.58,0.0,0,1,700.99,South,2.56
2023-01-08 07:00:00,2523.1,14.59,88.03,13.61,0.0,0,1,180.71,South,1.34
2023-01-08 08:00:00,4072.81,40.47,33.7,13.32,0.0,0,1,168.71,South,2.31
2023-01-08 09:00:00,3160.21,10.81,55.02,26.13,0.0,0,1,222.76,West,2.93
2023-01-08 10:00:00,4810.19,21.05,40.12,11.8,40.93,0,1,1135.56,North,1.28
2023-01-08 11:00:00,2412.56,16.46,40.47,25.21,0.0,0,1,1151.81,West,1.93
2023-01-08 12:00:00,3023.2,42.6,44.31,25.13,0.0,1,1,644.11,South,1.4
2023-01-08 13:00:00,2340.42,33.43,66.97,23.13,40.93,0,1,40.5,North,1.74
2023-01-08 14:00:00,4774.08,41.92,21.33,1.13,40.93,0,1,20.53,West,1.04
2023-01-08 15:00:00,4632.02,44.03,52.7,4.44,0.0,0,1,1438.74,East,1.57
2023-01-08 16:00:00,2773.82,27.4,34.95,9.44,0.0,0,1,343.3,West,2.11
2023-01-08 17:00:00,3979.95,18.2,97.37,25.43,0.0,0,1,251.97,North,1.36
2023-01-08 18:00:00,4451.67,16.78,66.62,26.2,0.0,0,1,127.21,West,1.22
2023-01-08 19:00:00,3665.6,17.8,89.45,1.25,0.0,1,1,1049.08,South,1.33
2023-01-08 20:00:00,3588.95,34.8,35.66,9.74,0.0,1,1,1091.13,West,1.28
2023-01-08 21:00:00,2725.56,11.42,84.8,25.51,0.0,1,1,1437.52,South,0.9
2023-01-08 22:00:00,2279.31,11.8,53.18,7.49,0.0,1,1,1264.05,West,2.77
2023-01-08 23:00:00,4691.65,31.29,34.22,29.28,0.0,0,1,37.38,South,2.89
2023-01-09 00:00:00,4701.25,32.47,80.9,14.68,0.0,0,0,1220.29,West,1.16
2023-01-09 01:00:00,3899.3,33.28,80.96,28.12,0.0,0,0,1451.04,South,2.04
2023-01-09 02:00:00,3017.09,23.02,99.67,12.86,0.0,0,0,788.61,North,1.29
2023-01-09 03:00:00,3047.63,38.21,82.47,9.71,0.0,1,0,245.51,South,1.95
2023-01-09 04:00:00,4177.87,28.68,31.62,10.87,0.0,0,0,348.41,South,1.23
2023-01-09 05:00:00,4691.33,13.69,45.8,26.53,0.0,1,0,1256.44,North,0.65
2023-01-09 06:00:00,4661.26,37.9,56.14,9.92,0.0,0,0,1449.79,South,0.87
2023-01-09 07:00:00,4339.63,43.36,30.13,20.08,0.0,0,0,1433.95,West,1.81
2023-01-09 08:00:00,3926.09,12.1,83.04,14.1,0.0,0,0,743.75,North,1.12
2023-01-09 09:00:00,2252.42,23.7,62.14,28.25,0.0,1,0,925.19,North,1.71
2023-01-09 10:00:00,2484.89,27.06,95.56,4.78,0.0,1,0,1003.47,West,2.78
2023-01-09 11:00:00,4695.66,15.13,67.14,12.86,0.0,0,0,636.43,West,0.6
2023-01-09 12:00:00,3819.29,40.37,61.83,3.74,0.0,1,0,1408.05,South,2.54
2023-01-09 13:00:00,2027.59,19.95,25.71,17.34,0.0,0,0,1228.5,North,1.72
2023-01-09 14:00:00,2304.41,37.41,31.95,12.09,0.0,0,0,201.74,East,0.89
2023-01-09 15:00:00,3990.51,33.48,87.96,1.83,0.0,0,0,198.65,West,1.08
2023-01-09 16:00:00,2015.18,30.93,99.25,25.5,40.93,0,0,841.11,East,2.98
2023-01-09 17:00:00,2482.42,16.72,53.21,11.27,0.0,0,0,803.88,North,1.37
2023-01-09 18:00:00,3646.2,17.72,84.81,14.81,0.0,0,0,28.22,South,0.66
2023-01-09 19:00:00,4075.69,11.66,70.21,12.23,0.0,0,0,683.2,North,1.96
2023-01-09 20:00:00,3955.88,18.42,96.72,14.66,0.0,0,0,1422.28,West,0.98
2023-01-09 21:00:00,2672.81,22.09,39.05,0.49,40.93,0,0,668.14,West,2.75
2023-01-09 22:00:00,4136.54,39.16,63.59,24.46,0.0,1,0,1008.0,North,1.39
2023-01-09 23:00:00,2711.75,22.82,52.7,9.97,0.0,0,0,1056.03,South,2.05
2023-01-10 00:00:00,2976.2,36.41,63.34,21.73,0.0,0,0,45.63,North,2.63
2023-01-10 01:00:00,4239.47,25.38,41.51,1.95,0.0,0,0,418.22,North,2.96
2023-01-10 02:00:00,3948.9,37.47,59.82,15.71,40.93,0,0,1407.1,West,2.9
2023-01-10 03:00:00,4547.67,44.17,69.98,27.26,0.0,1,0,765.34,North,0.78
2023-01-10 04:00:00,3972.84,18.39,26.5,11.95,0.0,1,0,1468.28,West,1.34
2023-01-10 05:00:00,3704.93,40.18,79.44,5.92,0.0,0,0,1342.5,South,2.11
2023-01-10 06:00:00,2281.02,31.76,76.52,2.97,0.0,0,0,420.84,South,0.81
2023-01-10 07:00:00,3103.15,38.61,90.44,25.77,0.0,0,0,400.27,South,1.46
2023-01-10 08:00:00,2795.61,32.81,54.07,7.16,0.0,0,0,532.28,East,2.88
2023-01-10 09:00:00,2731.97,24.84,24.93,29.25,40.93,0,0,763.54,North,0.98
2023-01-10 10:00:00,4919.03,17.98,56.92,7.43,0.0,0,0,1345.47,North,1.74
2023-01-10 11:00:00,3179.29,12.45,31.01,14.43,0.0,0,0,752.09,West,0.62
2023-01-10 12:00:00,4676.14,28.74,71.8,13.74,40.93,0,0,1175.17,South,2.1
2023-01-10 13:00:00,3893.42,44.66,23.77,1.86,0.0,0,0,868.35,North,1.98
2023-01-10 14:00:00,4384.43,35.83,49.92,15.96,0.0,0,0,343.42,South,2.59
2023-01-10 15:00:00,3507.91,21.46,26.63,20.18,0.0,0,0,632.49,South,2.68
2023-01-10 16:00:00,3730.71,38.95,20.27,22.26,0.0,0,0,618.94,East,1.03
2023-01-10 17:00:00,3477.55,36.91,96.84,15.68,40.93,0,0,1488.47,West,2.65
2023-01-10 18:00:00,2585.73,19.86,99.69,24.38,0.0,0,0,824.83,North,2.95
2023-01-10 19:00:00,4167.36,10.5,64.44,22.56,0.0,1,0,113.56,North,2.71
2023-01-10 20:00:00,2842.32,14.14,39.12,5.82,0.0,1,0,861.97,West,2.66
2023-01-10 21:00:00,2072.95,40.71,92.89,12.05,0.0,0,0,849.69,North,1.93
2023-01-10 22:00:00,3936.42,39.28,93.84,4.28,40.93,1,0,720.66,West,2.14
2023-01-10 23:00:00,2531.33,20.33,88.36,4.0,0.0,0,0,480.95,West,2.47
2023-01-11 00:00:00,4821.38,19.98,63.55,21.36,0.0,0,0,371.89,East,0.95
2023-01-11 01:00:00,4861.79,37.75,25.98,15.91,0.0,0,0,308.34,North,2.94
2023-01-11 02:00:00,4744.59,42.82,27.08,18.03,40.93,0,0,136.93,East,1.25
2023-01-11 03:00:00,3110.48,37.27,91.73,21.97,0.0,0,0,567.51,North,1.79
2023-01-11 04:00:00,2046.37,31.2,90.07,8.32,0.0,0,0,1079.45,West,1.87
2023-01-11 05:00:00,4784.96,18.49,54.75,12.04,0.0,1,0,869.51,East,2.59
2023-01-11 06:00:00,3284.55,28.4,46.25,18.2,0.0,1,0,22.64,West,1.66
2023-01-11 07:00:00,4899.96,18.17,71.53,2.9,0.0,0,0,1251.38,East,1.54
2023-01-11 08:00:00,4890.86,38.28,84.56,24.99,0.0,0,0,599.86,West,1.38
2023-01-11 09:00:00,4559.03,23.54,78.53,10.3,0.0,0,0,1053.96,West,2.71
2023-01-11 10:00:00,2883.35,39.18,69.25,19.76,0.0,0,0,1145.56,South,2.63
2023-01-11 11:00:00,3155.29,23.36,38.52,29.87,0.0,0,0,714.83,North,1.57
2023-01-11 12:00:00,4553.41,38.85,41.0,14.26,0.0,0,0,1188.55,South,1.54
2023-01-11 13:00:00,2950.77,21.67,77.93,6.45,0.0,0,0,914.56,South,0.97
2023-01-11 14:00:00,2508.48,25.4,84.21,6.49,0.0,0,0,1194.62,West,1.76
2023-01-11 15:00:00,3670.4,31.54,29.29,1.81,0.0,0,0,1024.65,North,1.35
2023-01-11 16:00:00,4808.46,12.46,34.98,23.01,0.0,0,0,245.54,West,1.52
2023-01-11 17:00:00,4088.09,43.19,74.44,8.8,40.93,0,0,361.24,West,0.99
2023-01-11 18:00:00,3710.18,30.08,51.12,5.18,0.0,1,0,637.09,South,2.04
2023-01-11 19:00:00,2291.53,27.77,65.06,21.41,0.0,0,0,568.56,West,1.59
2023-01-11 20:00:00,3845.02,39.38,69.19,9.27,0.0,0,0,466.12,North,2.77
2023-01-11 21:00:00,4970.16,40.3,82.1,18.01,40.93,0,0,694.55,North,1.57
2023-01-11 22:00:00,2420.25,28.28,84.46,12.53,0.0,0,0,781.83,West,2.47
2023-01-11 23:00:00,3554.99,42.45,42.41,10.02,0.0,0,0,1365.07,South,1.99
2023-01-12 00:00:00,4632.12,12.27,63.3,14.68,0.0,0,0,450.06,West,2.75
2023-01-12 01:00:00,4222.31,13.96,29.88,9.41,0.0,0,0,82.43,West,2.65
2023-01-12 02:00:00,4091.05,30.89,87.36,26.12,40.93,0,0,469.84,South,2.66
2023-01-12 03:00:00,4107.45,22.39,87.64,2.19,0.0,0,0,1074.28,South,2.95
2023-01-12 04:00:00,3078.47,26.25,43.96,0.9,0.0,0,0,572.63,North,0.77
2023-01-12 05:00:00,2880.78,21.48,32.85,12.19,0.0,0,0,291.16,South,1.19
2023-01-12 06:00:00,4428.08,24.17,25.61,5.19,0.0,0,0,581.1,East,0.5
2023-01-12 07:00:00,4430.34,38.79,66.0,22.31,0.0,0,0,1079.97,East,2.52
2023-01-12 08:00:00,4601.22,30.77,27.31,10.6,0.0,0,0,140.39,West,2.24
2023-01-12 09:00:00,4739.72,44.91,74.45,7.84,0.0,0,0,1043.44,South,2.83
2023-01-12 10:00:00,3534.03,37.54,74.25,10.78,40.93,0,0,203.46,West,2.27
2023-01-12 11:00:00,3504.55,19.58,69.12,6.58,0.0,0,0,1469.86,North,0.65
2023-01-12 12:00:00,4394.89,19.25,90.12,8.99,0.0,0,0,666.31,South,1.04
2023-01-12 13:00:00,3949.89,21.76,50.26,17.04,0.0,0,0,587.47,North,0.73
2023-01-12 14:00:00,4105.9,39.51,92.18,25.92,0.0,0,0,877.85,West,0.54
2023-01-12 15:00:00,4387.38,10.96,22.95,11.13,0.0,0,0,216.59,South,1.18
2023-01-12 16:00:00,4670.02,18.06,29.02,9.62,40.93,0,0,498.94,North,1.95
2023-01-12 17:00:00,3013.99,41.67,52.98,23.45,40.93,0,0,857.8,West,2.68
2023-01-12 18:00:00,3126.75,32.4,67.52,0.67,40.93,0,0,103.59,West,2.16
2023-01-12 19:00:00,2281.95,17.94,22.59,9.06,0.0,0,0,384.97,North,0.96
2023-01-12 20:00:00,3734.84,17.67,65.39,13.57,0.0,0,0,746.03,West,1.7
